ID,Text,BG Color,Sticky type,Border line,Position X,Position Y,Area,Link to,Last Updated By,Last Updated,Last Content Edited By,Last Content Edited,Tags,Integration Labels
37-1751855579883,verify that yeah this is me we are talking about and that information is correct,#9EDCFA,3x3,NO,13138.41,12524.07,Personal Info - No issue,,Hieu Vo,2025-07-18T11:33:06-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
127-1751855579883,"it's pretty clear there, would verify name, SSN , DOB",#9EDCFA,3x3,NO,13138.41,12362.07,Personal Info - No issue,,Hieu Vo,2025-07-18T11:33:06-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
84-1751394433902,Social security blocked out - normal,#AAED92,3x3,NO,12976.41,12362.07,Personal Info - No issue,,Hieu Vo,2025-07-18T11:33:06-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
58-1751303053656,Sees you can update your personal information from this form,#D8D8B1,3x3,NO,12976.41,12686.07,Personal Info - No issue,,Hieu Vo,2025-07-18T11:33:06-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
139-1751965333816,"Confused on mailing address screen, assumes it's a duplicate of home address",#B8B299,3x3,NO,14650.11,13857.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:54-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
45-1751965316751,click edit then they become active fields,#FADAB3,3x3,NO,14974.11,13695.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
131-1751965316751,or dropdown box prefilled from information already in the system,#FADAB3,3x3,NO,14488.11,13695.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:46-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
234-1751965316751,Wants mailing and home address on the same page,#FADAB3,3x3,NO,14812.11,13695.21,Contact - Suggestions,,Hieu Vo,2025-07-12T01:15:29-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
283-1751965316751,"Doesn't want the third line of the address (can be added with a ""+"")",#FADAB3,3x3,NO,14650.11,13695.21,Contact - Suggestions,,Hieu Vo,2025-07-12T01:15:29-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
145-1751964616384,"""Are these different layouts of the same thing?""",#FCB6D4,3x3,NO,14488.11,14019.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:50:07-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
176-1751419105986,"The less we show, the better",#86E6D9,3x3,NO,14974.11,13533.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:34-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
174-1751419105986,"Thinks ""Is this your current contact information"" is redundant because seeing the option to edit already implies that question",#86E6D9,3x3,NO,14650.11,13533.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:48-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
76-1751406582449,"not all Veterans computer savvy, make as easy as possible is my recommendation""",#86E6D9,3x3,NO,14812.11,13533.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:41-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
82-1751406582449,make address questions simpler - not looking at both mailing and home,#86E6D9,3x3,NO,14488.11,13533.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:34-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
60-1751965352846,"""If I made a change, it should show the change I made""",#C0DA93,3x3,NO,14974.10,13857.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:59-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
162-1751965352846,"""I want to do it one time and verify one time, and that's it""",#C0DA93,3x3,NO,14812.10,13857.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:49:59-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
161-1751965316751,"suggests mailing address be on same page as home, that way a person can do it all at once",#FADAB3,3x3,NO,14488.11,13857.21,Contact - Suggestions,,Hieu Vo,2025-07-18T11:50:07-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
74-1751965352846,liked yes/no quesiton on home address being same as miailing,#C0DA93,3x3,NO,15136.01,13009.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
82-1751965352846,"""everything looks correct""",#C0DA93,3x3,NO,14812.01,13009.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
59-1751965352846,Thought arrow to go to top was the forward button,#C0DA93,3x3,NO,14974.01,13009.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
156-1751965352846,"Preference for Veteran info?No preference, as long as I can do it one time",#C0DA93,3x3,NO,14488.01,13009.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
154-1751965352846,Likes the mailing address question on home address page,#C0DA93,3x3,NO,14650.01,13009.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
224-1751965333816,"Slowly reviews contact information, notices the edit buttons",#B8B299,3x3,NO,14488.01,13177.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
140-1751965333816,Contact info: pretty straightforward,#B8B299,3x3,NO,14812.01,13177.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
188-1751965333816,"No issues with home address screen (that's fine, that makes sense)",#B8B299,3x3,NO,14650.01,13177.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
257-1751965316751,"Pretty straightforward, don't see any required exchanges",#FADAB3,3x3,NO,14812.01,12847.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
57-1751965316751,that's simple (phone and email),#FADAB3,3x3,NO,15136.01,12847.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
242-1751965316751,"having each separate helps, if you don't want to edit all",#FADAB3,3x3,NO,14974.01,12847.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
153-1751964616384,"Veteran information: ""That's pretty straightforward""",#FCB6D4,3x3,NO,14650.01,12847.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
143-1751964616384,"Address""That's pretty straightforward""",#FCB6D4,3x3,NO,14488.01,12847.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
174-1751855579883,"Veteran information: ""pretty clear there""",#9EDCFA,3x3,NO,14488.01,12685.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
115-1751855579883,Home/mailing address screens are confusing to participant (but understands/corrects themselves),#9EDCFA,3x3,NO,14650.01,12685.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
86-1751498416214,"talks about wanting a mix - simple in card, more info heavy then page by page",#D8C7FF,3x3,NO,15136.01,12523.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
82-1751498416214,preference to review info: depends on how much going through,#D8C7FF,3x3,NO,14974.01,12685.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
217-1751498416214,"I assume they are correct, (no issues or questions on contact page)",#D8C7FF,3x3,NO,14974.01,12523.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
202-1751498416214,"If a little/small amount of information, then a review page is fine",#D8C7FF,3x3,NO,15136.01,12685.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
91-1751419105986,"""If I don't need to edit, then it's current"" re: contact information",#86E6D9,3x3,NO,14812.01,12523.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
140-1751419105986,"""give me option to edit each [field]""",#86E6D9,3x3,NO,15136.01,12361.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
173-1751419105986,"""Mailing address &amp; home address should be one and the same, otherwise, give me a choice to edit it""",#86E6D9,3x3,NO,14812.01,12361.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
55-1751419105986,"Likes that he can edit this; ""not all Veterans are computer savvy""",#86E6D9,3x3,NO,14650.01,12523.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
53-1751419105986,"""I like that I can edit my mailing address right away.""",#86E6D9,3x3,NO,14650.01,12361.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
54-1751419105986,"Thought maybe addresses should be same, but liked that he could edit them",#86E6D9,3x3,NO,14488.01,12361.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
93-1751406582449,calls out home/mailing address. Usually your home is your mailing; can do away with home. Should be one in the same,#86E6D9,3x3,NO,14488.01,12523.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
95-1751406582449,in case I moved or whatever,#86E6D9,3x3,NO,14974.01,12361.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
62-1751334759857,Likes that the contact info seems saved from before,#AAED92,3x3,NO,14812.01,12685.98,"Contact - Simple, straigthforward",,Hieu Vo,2025-07-12T01:13:03-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
138-1751965316751,same thing with the edit button -- I understand why you need to call for the safety but we can edit alot of things on our VA accounts,#FADAB3,3x3,NO,19743.93,10284.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
238-1751965316751,Likes the card presentation for personal information,#FADAB3,3x3,NO,19905.93,10284.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
10-1751964616384,"""This seems a little more streamlined"" Using information VA.gov already has captured.",#FCB6D4,3x3,NO,20067.93,9960.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
46-1751964616384,"Thinks this card view is easier, can see and edit it all together",#FCB6D4,3x3,NO,19743.93,9960.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
0-1751964616384,Information is already provided and edit is there if needed,#FCB6D4,3x3,NO,19905.93,9960.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
63-1751855579883,"this is fine, it is all condensed, not spread out over multiple screens. Easier",#9EDCFA,3x3,NO,19743.93,10122.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
30-1751855579883,"I can see, and edit is there to click on",#9EDCFA,3x3,NO,20067.93,10122.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
21-1751855579883,"I kind of like this better, simpler, all in one place. Especially if i'm on my phone",#9EDCFA,3x3,NO,19905.93,10122.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
233-1751498416214,"Edit: ID's back button, but would prefer to use the edit button",#D8C7FF,3x3,NO,20391.93,9960.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
85-1751498416214,too much info is easier to do page by page,#D8C7FF,3x3,NO,20229.92,10122.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
84-1751498416214,"maybe mailing full page, then others the overview ",#D8C7FF,3x3,NO,20391.93,10122.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
245-1751498416214,It's pretty straightforward,#D8C7FF,3x3,NO,20229.92,9960.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
102-1751419105986,Prefers first screen bc there's option to edit,#86E6D9,3x3,NO,20391.93,9798.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
63-1751406582449,prefers red because of the edit ,#86E6D9,3x3,NO,20229.93,9798.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
3-1751394433902,Likes Red Option for Financial because it has instruction to enter 0 if there is no income.,#AAED92,3x3,NO,20391.93,9636.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
41-1751394433902,"easier to catch mistakes, doesn't have to scroll down",#AAED92,3x3,NO,19743.93,9798.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
43-1751394433902,Likes the summary - doesn't like excessive amount of scrolling in previous one,#AAED92,3x3,NO,20067.93,9636.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
44-1751394433902,Page seems shorter than previously,#AAED92,3x3,NO,20229.93,9636.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
1-1751334759857,"SEQ: 1 ""it's not rocket science for me""",#AAED92,3x3,NO,19905.93,9798.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
27-1751334759857,How does this compare? Likes this RED better,#AAED92,3x3,NO,19905.93,9636.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
11-1751334759857,"Why? Very simple. ""I would go through this in 5-10 minutes""",#AAED92,3x3,NO,19743.93,9636.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
64-1751334759857,"Marital status page: Expects the dropdown should just say ""single"" if not married",#AAED92,3x3,NO,20067.93,9798.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
172-1751965333816,"They're both succinct and easy to use, but I felt like this one was more clear and easier to use",#B8B299,3x3,NO,20229.92,10284.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
95-1751965333816,The layout was clearer on this demo,#B8B299,3x3,NO,20391.93,10284.81,Prefers Option Red,,Hieu Vo,2025-07-21T10:01:08-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
70-1751965316751,"Editing phone and email ""That's simple""",#FADAB3,3x3,NO,15737.81,13695.53,Contact - Prefers Green,,Hieu Vo,2025-07-18T11:46:19-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
78-1751965316751,"""I like this way better because it's easier to change""",#FADAB3,3x3,NO,15413.81,13695.53,Contact - Prefers Green,,Hieu Vo,2025-07-18T11:46:19-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
220-1751965316751,Why? Likes things laid out before making a change,#FADAB3,3x3,NO,15575.81,13695.53,Contact - Prefers Green,,Hieu Vo,2025-07-18T11:46:19-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
32-1751498416214,likes page to page separation of address,#D8C7FF,3x3,NO,15575.81,13533.53,Contact - Prefers Green,,Hieu Vo,2025-07-18T11:46:19-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
57-1751498416214,"no strong preference, maybe the second a little bit better",#D8C7FF,3x3,NO,15413.81,13533.53,Contact - Prefers Green,,Hieu Vo,2025-07-18T11:46:19-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
31-1751498416214,"the second one had the separation, the first part, where it was asking me about mailing address",#D8C7FF,3x3,NO,15737.81,13533.53,Contact - Prefers Green,,Hieu Vo,2025-07-18T11:46:19-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
19-1751965333816,"likes to be able to edit just mailing address, rather than go through all of it.",#B8B299,3x3,NO,15899.95,13009.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
42-1751965333816,"Visually, fits well together",#B8B299,3x3,NO,15737.95,13009.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
63-1751965333816,You dont have to click through several pages just to update one thing,#B8B299,3x3,NO,15413.95,13009.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
112-1751965333816,"Everything is right there, easy",#B8B299,3x3,NO,15737.95,12847.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
98-1751965333816,Prefers the card view in this demo,#B8B299,3x3,NO,15413.95,12847.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
169-1751965333816,"""fits well visually (on the page)""",#B8B299,3x3,NO,15575.95,12847.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:40-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
170-1751965333816,"Likes that you can edit targeted content in the form, instead of everything.",#B8B299,3x3,NO,16061.95,12847.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
199-1751965333816,"Contact review preferences:prefers RED ""it's all right there for you""",#B8B299,3x3,NO,15575.95,13009.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:32-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
168-1751965333816,"""You don't have to click through several different pages""",#B8B299,3x3,NO,15899.95,12847.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:45-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
79-1751965316751,Would like addresses on the same page,#FADAB3,3x3,NO,16061.95,12361.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:20-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
61-1751965316751,I like this way better because it is easier to change,#FADAB3,3x3,NO,16061.95,12523.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:30-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
30-1751964616384,"""This is stuff you put in when you first create an account. Unless you move, this is not going to change, so this is easier.""",#FCB6D4,3x3,NO,15575.95,12523.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
40-1751964616384,"Likes this view better, because it's standard information",#FCB6D4,3x3,NO,15413.95,12523.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:18-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
41-1751964616384,"Again, straightforward. Things that have already been submitted to VA.",#FCB6D4,3x3,NO,15737.95,12523.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:26-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
121-1751964616384,Prefers RED to GREEN since it's information he's already provided,#FCB6D4,3x3,NO,15899.95,12523.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:34-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
131-1751855579883,"looks like it is verifying the same address, I think the street address was different..",#9EDCFA,3x3,NO,15899.95,12361.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
130-1751855579883,associations address with military address checkbox,#9EDCFA,3x3,NO,15575.95,12361.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
109-1751855579883,"Contact info:This is fine, it's all condensed in one area/not spread out over multiple screens. It's easier to see mailing address and edit button to click on",#9EDCFA,3x3,NO,15737.95,12361.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
110-1751855579883,"Prefers Red ""it's all in one place, especially if I'm on my phone""",#9EDCFA,3x3,NO,15413.95,12361.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
9-1751334759857,Efficiency: 1The edit feature is very efficient,#AAED92,3x3,NO,16061.95,12685.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:47-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
60-1751334759857,Likes the review box,#AAED92,3x3,NO,15899.95,12685.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:43-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
43-1751334759857,"""I already like this one...I like the boxes.""",#AAED92,3x3,NO,15737.95,12685.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
30-1751334759857,"""In the previous form, the page was longer...it's just a summary of what it is and if there's a mistake there's the edit and boom""",#AAED92,3x3,NO,15575.95,12685.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:05:38-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
80-1751334759857,Immediately notices the Veteran info page is shorter and the box layout of Veteran info,#AAED92,3x3,NO,15413.95,12685.98,Contact -  Prefers Red,,Hieu Vo,2025-07-12T01:04:02-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
86-1751965352846,Visited VA.gov for travel reimbursement &amp; medication refill,#C0DA93,3x3,NO,13138.00,9350.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
63-1751965352846,"""you don't need to log in...one little click and you're there...""",#C0DA93,3x3,NO,12976.00,9350.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
133-1751965352846,"Typically a VA mobile app user - ""don't have to keep logging in""",#C0DA93,3x3,NO,13462.00,9350.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
132-1751965352846,Has recently visited VA.gov (Travel reimbursement and medical refills),#C0DA93,3x3,NO,13300.00,9350.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
171-1751965352846,Has SCD90%,#C0DA93,3x3,NO,13462.00,9188.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
201-1751965333816,uses VA.gov personally and professionally,#B8B299,3x3,NO,13300.00,9188.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
207-1751965333816,"Recently visited VA.gov (yesterday!)MHV and program benefits, but also works for the VA as a Social Worker",#B8B299,3x3,NO,13138.00,9188.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
211-1751965333816,Has SCD90%,#B8B299,3x3,NO,12976.00,9188.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
303-1751965316751,Has recently visited VA.gov(Medical appointments and benefits pay),#FADAB3,3x3,NO,13624.00,9188.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
304-1751965316751,SCD:90% P&amp;T,#FADAB3,3x3,NO,13624.00,9026.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
177-1751964616384,Disability 100% rating,#FCB6D4,3x3,NO,13138.00,8864.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
171-1751964616384,"Recently visited VA.gov(Filed a claim to add a dependent, checking the status)",#FCB6D4,3x3,NO,13138.00,9026.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
160-1751855579883,Has recently visited VA.gov:Check an appt,#9EDCFA,3x3,NO,13462.00,9026.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
185-1751855579883,Has SCD rating:10%,#9EDCFA,3x3,NO,13462.00,8864.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
271-1751498416214,Has recently visited VA.gov(To refill RX),#D8C7FF,3x3,NO,13624.00,8864.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
272-1751498416214,Has SCDB80%,#D8C7FF,3x3,NO,13624.00,8702.00,"Demographic - Has SCD, recently used VA.gov",,Hieu Vo,2025-07-08T17:50:30-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
