CLMANT_TXT,CNTNTN_CLSFCN_ID,SPECL_ISSUE_TYPE_CD,PERSON_SPECL_STATUS_TYPE_NM,
HEARING LOSS BIL,3140,,,
HEARING LOSS RINGING,3140,,,
HEARING-LOSS,3140,,,
HEMRROIDS,8968,,,
HOSPITAL,8925,,,
HTN 2ND TO DMII,8979,,,
HYPERTENSIN,8979,,,
HYPERTENSION SECONDARY TO DIABETES TYPE II,8979,,,
INCREASE IN MENTAL HEALTH CONDITION,8989,,,
INCREASE ON BACK,8998,,,
INCREASE S/C BILATERAL HEARING LOSS,3140,,,
INSOMNIA-NEW,8989,,,
KNEE TRAUMA BILATERAL,8997,,,
LEFT KNEE SECONDARY TO,8997,,,
LOW BACK ISSUES,8998,,,
LUMBAR BACK-INCREASE,8998,,,
LUMBAR SPINE DEGENERATIVE,8998,,,
MALE ERECTILE DYSFUNCTION-SMC,8975,,,
MIGRAINE HEADACHES SECONDARY,9007,,,
MIGRIANE HEADACHES,9007,,,
NEW ISSUE BILATERAL TINNITUS,3140,,,
NEW S/C DIS BILATERAL HEARING,3140,,,
NEW S/C DIS TRAUMATIC BRAIN INJURY,9020,,,
PERIPHERAL ARTERIAL DISEASE,8979,,,
PERIPHERAL NEUROPATHY FEET,9006,,,
R SHOULDER DJD,9002,,,
R/KNEE CONDITION,8997,,,
RATE INCREASE TO INCLUDE LOWER BACK CONDITION,8998,,,
RESIDUALS OF LEFT KNEE,8997,,,
RESPIRATORY FAILURE,9012,,,
RESPITORY PROBLEMS,9012,,,
RIGHT ANKLE ISSUES,8991,,,
"RIGHT FOOT,",8994,,,
RIGHT KNEE INJURY - INITIAL,8997,,,
RIGHT KNEE PAINS,8997,,,
RINGING IN EARS BOTH,3140,,,
S/C LEFT EAR HEARING LOSS,3140,,,
SC CERVICAL SPINE CONDITION,8999,,,
"SHOULDER,",9002,,,
SIGHT LOSS,8974,,,
SINUSITIS-INCREASE,9012,,,
"SPINAL STENOSIS,",8998,,,
"TENSION HEADACHES,",9007,,,
TINNITUS (INFANTRYMAN),3140,,,
TINNITUS 10%,3140,,,
TINNTIS,3140,,,
TINNTITUS,3140,,,
TOE,8994,,,
TRIPLE BYPASS,8979,,,
VALLEY FEVER,8986,,,
POLYCYSTIC OVARY SYNDROME,8951,,,
TEMPOROMANDIBULAR JOINT DYSFUNCTION,8967,,,
HIATIAL HERNIA,8968,,,
ANOSMIA,8969,,,
VERTIGO SECONDARY TO HEARING LOSS,8969,,,
VERTIGO/DIZZINESS,8969,,,
PROSTATIC HYPERTROPHY,8975,,,
DYSFUNCTIONAL UTERINE BLEEDING,8978,,,
ORTHOSTATIC HYPOTENSION,8979,,,
VARICOSE VEINS RIGHT LEG,8987,,,
RIGHT LEG NERVE DAMAGE,8988,,,
ARTHRITIS.,8992,,,
FOOT PAIN BILATERAL,8994,,,
FOOT PROBLEM,8994,,,
LEFT HEEL PAIN,8994,,,
RIGHT FOOT FUNGUS,8994,,,
BILATERAL HAND,8995,,,
RIGHT MIDDLE FINGER INJURY,8995,,,
CHRONIC LEFT KNEE CONDITION,8997,,,
KNEE INJURIES,8997,,,
LEG PROBLEMS,8997,,,
LOWER LEG CONDITION,8997,,,
CERVICALGIA/NECK,8999,,,
C-SPINE,8999,,,
LEFT SHOULDER JOINT PAIN,9002,,,
RIGHT SHOULDER SPRAIN,9002,,,
LEFT HAND CARPAL TUNNEL,9006,,,
PERIPHERAL NEUROPATHY RIGHT UPPER,9006,,,
"PERIPHERAL NEUROPATHY, LEFT LOWER EXTREMITY",9006,,,
TENSION HEADACHE,9007,,,
CHRONIC SINUS INFECTIONS,9012,,,
UPPER NEUROPATHY,9012,,,
SURGICAL SCARS,9013,,,
RESIDUALS OF TRAUMATIC BRAIN INJURY,9020,,,
(NEW) SLEEP APNEA,9012,,,
(R) ANKLE CONDITION,8991,,,
1. HYPERTENSION,8979,,,
ABESTOSIS,9012,,,
ANKLES BOTH,8991,,,
BL HAND CONDITION,8995,,,
BOTH KNEES INJURY,8997,,,
CAD (HERBICIDES),8979,,,
CAD (INCREASE),8979,,,
CHRONIC MAJOR DEPRESSION,8989,,,
DENTAL WORK,8967,,,
DIABETES DUE TO HERBICIDE EXPOSURE,8973,,,
DIABETES TYPE II - INCREASE,8973,,,
DIABETES-NEW,8973,,,
ENTITLEMENT TO AN INCREASE FOR HEARING LOSS.,3140,,,
ENTITLEMENT TO SERVICE CONNECTION FOR SLEEP APNEA,9012,,,
ERECTILE DYSFUNCTION-NEW,8975,,,
ESOPHAGEAL CONDITIONS,8968,,,
GASTROESOPHAGEAL,8968,,,
HEADACHES-NEW,9007,,,
HEARING LOSS AND TINNITUS. SEE,3140,,,
HEARING LOSS CFI,3140,,,
HEARING LOSS/ACOUSTIC TRAUMA,3140,,,
HEART CONDITION-INCREASE,8979,,,
"HEART,",8979,,,
"HIPS,",8996,,,
HYPERTENSION - NEW,8979,,,
HYPERTENSION SECONDARY TO CAD,8979,,,
INCREASE COPD,9012,,,
INCREASE EVAL HEARING LOSS,3140,,,
INCREASE FOR ASTHMA,9012,,,
INCREASE FOR LUMBAR SPINE,8998,,,
INCREASE HIATAL HERNIA,8968,,,
INCREASE HYPERTENSIVE VASCULAR DISEASE,8925,,,
INCREASE IN RIGHT SHOULDER CONDITION,9002,,,
INCREASE IN TBI,9020,,,
INCREASE RHINITIS,9012,,,
INCREASE SC BACK CONDITION,8998,,,
INCREASE SC BILATERAL HEARING LOSS,3140,,,
INCREASED EVALUATION BILATERAL HEARING LOSS,3140,,,
INTERNAL BLEEDING,8968,,,
L FOOT INJURY,8994,,,
L HIP PAIN,8996,,,
LEFT AND RIGHT FEET,8994,,,
"LEFT KNEE PAIN,",8997,,,
LIVER FAILURE,8968,,,
LUNG DAMAGE,9012,,,
MEMORY IMPAIRMENT,8989,,,
MEMORY LOSS DUE TO TBI,9020,,,
MENTAL HEALTH CONDITION TO INCLUDE BUT NOT,8989,,,
MIGRAINES (NEW),9007,,,
MTBI,9020,,,
MUSCLE JOINT PAIN,8967,,,
NEW TINNITUS EXPOSED IN SERV.,3140,,,
PANCREAS,8968,,,
PERIPHERAL NEUROPATHY BOTH,9006,,,
POLYCYSTIC KIDNEY DISEASE,8975,,,
POLYMYALGIA RHEUMATICA,8992,,,
PROSTATE CANCER AND RESIDUALS,8935,,,
PROSTATE COND,8975,,,
R KNEE ARTHRITIS,8997,,,
"RADICULOPATHY, LEFT LOWER",8988,,,
RC BILATERAL HEARING LOSS,3140,,,
RIGHT HAND INCREASE,8995,,,
"RIGHT KNEE PAIN,",8997,,,
S/C BACK,8998,,,
SC CAD,8979,,,
SC LEFT ANKLE,8991,,,
SC TINNITIS,3140,,,
SINIUSITIS,9012,,,
SKIN CONDITION FACE,9016,,,
SMC DUE TO LOSS OF USE OF CREATIVE ORGAN,8975,,,
SOME HEARING LOSS,3140,,,
THORACOLUMBAR COND W/CHRONIC PAIN,8998,,,
TINNITUS - WHICH BEGAN IN SERVICE AND STILL EXISTS TODAY,3140,,,
TINNITUS (RECURRENT RINGING IN EARS),3140,,,
TINNITUS DUE TO SERVICE,3140,,,
"TINNITUS, RINGING IN EARS, BILATERAL",3140,,,
TO LEFT KNEE CONDITION,8997,,,
BL HL,3140,,,
LT EAR HEARING LOSS,3140,,,
INDIVIDUAL UNEMPLOYABILTIY,6990,,,
HIGHT BLOOD PRESSURE,8925,,,
RENAL CYST,8950,,,
DRY MOUTH,8967,,,
APPENDIX REMOVAL,8968,,,
BOWEL INCONTINENCE,8968,,,
KERATITIS,8974,,,
CHRONIC URINARY TRACT INFECTIONS,8975,,,
BACTERIAL VAGINOSIS,8978,,,
FIBROCYSTIC BREAST DISEASE,8978,,,
GONORRHEA,8986,,,
"ANKLE CONDITION, BILATERAL",8991,,,
RIGHT ANKLE JOINT PAIN,8991,,,
GOUT LEFT FOOT,8992,,,
LEFT ELBOW STRAIN,8993,,,
BILATERAL PES CAVUS,8994,,,
"KNEES, BILATERAL",8997,,,
OSTEOARTHRITIS BILATERAL KNEES,8997,,,
RIGHT KNEE DISORDER,8997,,,
RIGHT LOWER LEG CONDITION,8997,,,
BACK.,8998,,,
CHRONIC JOINT PAIN LOWER BACK,8998,,,
LOW BACK COND.,8998,,,
LOWER BACK CONDITION WITH PAIN,8998,,,
TAIL BONE,8998,,,
CERVICAL BACK CONDITION,8999,,,
BILATERAL SHOULDER ARTHRITIS,9002,,,
RIGHT SHOULDER IMPINGEMENT SYNDROME,9002,,,
ROTATOR CUFF TEAR,9002,,,
"WRIST CONDITION, RIGHT",9004,,,
HEADACHES/MIGRAINE,9007,,,
POST TRAUMATIC HEADACHES,9007,,,
CHRONIC SINUS PROBLEMS,9012,,,
COUGHING,9012,,,
SCAR RIGHT HAND,9013,,,
SURGICAL SCAR,9013,,,
SKIN TAGS,9016,,,
(R) HIP,8996,,,
(R) KNEE PAIN,8997,,,
^SC MIGRAINE HEADACHES,9007,,,
2. TINNITUS BILATERAL,3140,,,
4. TINNITUS,3140,,,
"ACNE,",9016,,,
ACUTE AND SUBACUTE PERIPHERAL NEUROPATHY,9006,,,
ADD INDIVIDUAL UNEMPLOYABILITY,6990,,,
B/L TINNITUS -- NEW,3140,,,
BACK CONDITION SECONDARY,8998,,,
BI LATERAL TINNITIS,3140,,,
BIALTERAL PES PLANUS,8994,,,
BILATERAL FEET CONDITIONS,8994,,,
BILATERAL HEARING LOSS DUE TO SERVICE,3140,,,
BILATERAL TINNITUS DUE TO AT,3140,,,
BIPOLAR INITIAL,8989,,,
BL-HEARING LOSS,3140,,,
BOTH FEET PAIN,8994,,,
BOTH KNEE INCREASE,8997,,,
CHRON'S DISEASE,8968,,,
COLLAPSED LUNG,9012,,,
CONGESTIVE HEART DISEASE,8979,,,
CORONARY ARTERY DISEASE-INCREASE,8979,,,
DIABETES MELLITUS TYPE2,8973,,,
DIABETTES,8973,,,
ENTITLEMENT TO SERVICE CONNECTION FOR LEFT KNEE.,8997,,,
ENTITLEMENT TO SERVICE CONNECTION FOR LOWER BACK CONDITION,8998,,,
ENTITLEMENT TO SERVICE CONNECTION FOR NECK CONDITION,8999,,,
ERECTIL DYSFUNCTION,8975,,,
ERECTILE DYSFUNCTION 2ND TO DMII,8975,,,
ERECTILE DYSFUNCTION INCREASE,8975,,,
FEET ISSUES,8994,,,
FORGETFULNESS,8989,,,
GERD (NEW),8968,,,
HARD OF HEARING,3140,,,
HEARING LOSS RT,3140,,,
HEARING LOSS/RINGING IN EARS,3140,,,
HEARING OSS,3140,,,
HEART CONDITION - NEW,8979,,,
HEMORRHOIDS - INCREASE,8968,,,
"HIGH CHOLESTEROL,",8925,,,
HYPERTENSION- INCREASE,8979,,,
HYPERTENSION-REOPEN,8979,,,
HYPERTENSIVE VASCULAR,8979,,,
HYPER-VIGILANCE,8989,,,
INCREASE DEPRESSIVE DISORDER,8989,,,
INCREASE FOR PROSTATE CANCER,8935,,,
INCREASE IN CORONARY ARTERY DISEASE,8979,,,
INCREASE IN S/C BACK CONDITION,8998,,,
INCREASE IN SC BILATERAL HEARING LOSS,3140,,,
INCREASE IN SEVERITY BILATERAL HEARING LOSS,3140,,,
INCREASE-MIGRAINES,9007,,,
KNEE CONDITION (BILATERAL),8997,,,
KNEE CONDITION L,8997,,,
KNEE CONDITION.,8997,,,
LEFT ANKLE SERVICE CONNECTED,8991,,,
LEFT EYE VISION LOSS,8974,,,
LEFT KNEE SECONDARY TO R KNEE,8997,,,
LOSS HEARING,3140,,,
LOWER BACK PAIN (INCREASE),8998,,,
LOWER BACK PAIN SECONDARY TO,8998,,,
LYMPHOMA CANCER,8939,,,
MIGRANE HEADACHE,9007,,,
NEUROPATHY RIGHT HAND,9006,,,
NEUROPATHY UPPER AND LOWER EXTREMITIES,9006,,,
NEW ISSUE BILATERAL HEARING LOSS,3140,,,
NEW-SLEEP APNEA,9012,,,
PERIPHERAL NEUROPATHY OF BOTH,9006,,,
PES PLANTUS,8994,,,
PROSTATE CANCER-,8935,,,
PROSTATE REMOVAL,8935,,,
"PROSTATE,",8975,,,
REOPEN LEFT SHOULDER,9002,,,
RIGHT ANKLE CONDITION INITIAL,8991,,,
RIGHT FOOT CONDITION (INCREASE),8994,,,
RIGHT HIP-INCREASE,8996,,,
RIGHT KNEE CONDITION (REOPEN),8997,,,
RIGHT KNEE- INCREASE,8997,,,
RIGHT SHOULDER CHRONIC PAIN,9002,,,
RING IN THE EARS,3140,,,
RT ANKLE PAIN,8991,,,
S/C FOR BILATERAL KNEE CONDITION,8997,,,
S/C FOR DEPRESSION,8989,,,
SC - TINNITUS,3140,,,
SC FOR ERECTILE DYSFUNCTION,8975,,,
SECONDARY TO HEARING LOSS AND,3140,,,
SERVICE CONNECTION FOR BILATERAL KNEE CONDITION,8997,,,
SEVERE ANXIETY CONDITION,8989,,,
SHOULDER CONDITIONS,9002,,,
SHOULDERS (BILATERAL),9002,,,
SINITUS,9012,,,
SLEEP APNEA S/C,9012,,,
SLEEP PANEA,9012,,,
SPINE INCREASE,8998,,,
TINNITUS (MOS),3140,,,
TINNITUS DUE TO ACOUSTIC TRUAMA,3140,,,
"TINNITUS, AND",3140,,,
TO TBI,9020,,,
SPOT ON LUNG,1230,,,
TINNITUS SECONDARY TO HEARING LOSS,3140,,,
HYPERLIPEDEMIA,8925,,,
INGROWN TOENAIL,8925,,,
TUMOR,8925,,,
RADICULOPATHY LEFT UPPER EXTREMITY,8929,,,
CHRONIC TONSILLITIS,8967,,,
TMJ DISORDER,8967,,,
APPENDIX,8968,,,
HEMORRHOID CONDITION,8968,,,
EAR INFECTION,8969,,,
THYROID NODULE,8973,,,
THYROID NODULES,8973,,,
GALLSTONES,8975,,,
HERPES SIMPLEX II,8975,,,
LEFT TESTICLE,8975,,,
URINARY PROBLEMS,8975,,,
URINARY TRACT CONDITION,8975,,,
ATRIAL FLUTTER,8979,,,
HEART CONDITION.,8979,,,
BILATERAL LEG NUMBNESS,8988,,,
SLEEP DISORDER (INSOMNIA),8989,,,
ANKLE CONDITION RIGHT,8991,,,
RIGHT ANKLE DISABILITY,8991,,,
ARTHRITIS HANDS,8992,,,
LEFT KNEE CONDTION,8997,,,
PATELLOFEMORAL SYNDROME LEFT KNEE,8997,,,
BACK SPASM,8998,,,
CERVICAL SPINE ARTHRITIS,8999,,,
DDD CERVICAL SPINE,8999,,,
DISLOCATED RIGHT SHOULDER,9002,,,
RIGHT SHOULDER ROTATOR CUFF TEAR,9002,,,
BILATERAL RESTLESS LEG SYNDROME,9006,,,
SINUS TACHYCARDIA,9012,,,
SLEEP APNEA REQUIRING CPAP,9012,,,
LEFT HAND SCAR,9013,,,
HYPERHYDROSIS,9016,,,
PARESTHESIA,9016,,,
PERMANENT AND TOTAL RATING,9017,,,
TBI WITH MEMORY LOSS,9020,,,
^SC DMII,8973,,,
^SC RIGHT KNEE INJURY,8997,,,
ACOUSTICAL TRAUMA,3140,,,
ANXIETY - NEW,8989,,,
ASMA,9012,,,
ASTHAMA,9012,,,
BILAERAL HEARING LOSS,3140,,,
BILATERAL HEARING LOSS-MOS,3140,,,
BILATERAL PLANTAR,8994,,,
BILATERAL TINNITUS CONDITION,3140,,,
BORDERLINE DIABETIC,8973,,,
BYLATERAL HEARING LOSS,3140,,,
COLORECTAL CANCER,8932,,,
CONNECTED LEFT KNEE,8997,,,
CONSTANT RINGING IN BOTH EARS,3140,,,
DIABETIC RETINOPATHY SECONDARY TO DIABETES,8973,,,
DMII (HERBICIDES),8973,,,
ERECTILE DYSFUNCTION 2ND TO DIABETES,8975,,,
"FEET,",8994,,,
FOOT SURGERY,8994,,,
HEARING LOSS VIETNAM,3140,,,
HEARING LOSS(BILATERAL),3140,,,
HEARING LOSS-IN SERVICE,3140,,,
HEART CONDITOIN,8979,,,
HIGH BLOOD PRESSURE NEW,8979,,,
HIGH CHOLESTORAL,8925,,,
INC GERD,8968,,,
INCREASE - LEFT KNEE,8997,,,
INCREASE FOR MIGRAINE HEADACHES,9007,,,
INCREASE IN BACK,8998,,,
INCREASE IN S/C RIGHT KNEE,8997,,,
INCREASE LEFT ELBOW,8993,,,
INCREASE LEFT KNEE STRAIN,8997,,,
INCREASE LUMBAR,8998,,,
INCREASE-BACK CONDITION,8998,,,
INDIVIDUAL UN-EMPLOYABILITY,6990,,,
IR LUMBAR SPINE,8998,,,
KIDNEY CONDITION SECONDARY TO,8975,,,
L ANKLE PAIN,8991,,,
L EYE CONDITION,8974,,,
LEFT AND RIGHT ANKLES,8991,,,
LEFT ANKLE (PAIN),8991,,,
LEFT HIP (INCREASE),8996,,,
LEFT WRIST COND,9004,,,
LOW VISION,8974,,,
LT SHOULDER PAIN,9002,,,
LUMBAR SPINE INJURY-ADD,8998,,,
NECK-INCREASE,8999,,,
NEUROPATHY RIGHT ARM,9006,,,
NEW CLAIM SLEEP APNEA,9012,,,
NEW HYPERTENSION,8979,,,
NEW TBI,9020,,,
PLANTAR FASCITIS RIGHT FOOT,8994,,,
PROSTATE CANCER CONDITION,8935,,,
PROSTRATE CONDITION,8975,,,
RGT KNEE CONDITION,8997,,,
RIGHT KNEE (SECONDARY TO LEFT KNEE),8997,,,
RIGHT KNEE SECONDARY TO BACK,8997,,,
RIGHT LEG COND(2D-BACK),8998,,,
RINGING,3140,,,
RO TINNITUS,3140,,,
ROSC RIGHT KNEE CONDITION,8997,,,
S.C. TINNITUS,3140,,,
S/C INCREASE MENTAL CONDITION,8989,,,
S/C LEFT SHOULDER CONDITION,9002,,,
S/C MIGRAINE HEADACHES,9007,,,
S/C NECK CONDITION,8999,,,
S/C RIGHT EAR HEARING LOSS,3140,,,
S/C TINNITUS BOTH EARS,3140,,,
SC CHRONIC FATIGUE,8976,,,
SC FOR SINUSITIS,9012,,,
SC FOR TINNITUS.,3140,,,
SC SKIN CONDITION,9016,,,
SERVICE CONNECTION FOR BACK CONDITION,8998,,,
SHORT OF BREATH,9012,,,
SINUS/ALLERGY,9012,,,
SKIN CONDITION (INCREASE),9016,,,
SLEEP APNEA/INSOMNIA,9012,,,
STAGE 4 LUNG CANCER,1230,,,
TBI NEW,9020,,,
TDIU-ADD,6990,,,
TINNITUS CAUSED BY ACOUSTIC TRAUMA,3140,,,
TINNITUS DUE ACOUSTIC TRAUMA,3140,,,
TINNITUS DUE TO MILITARY MOS,3140,,,
TYPE TWO DIABETES,8973,,,
B/L WRIST CONDITION,3140,,,
TINNITUS DUE TO ACCOUSTIC TRAUMA,3140,,,
SCAR TISSUE,8925,,,
TEMP 100% FOR PTSD,8925,,,
STROKE SECONDARY TO DIABETES,8926,,,
BRAIN ANEURYSM,8927,,,
FECAL INCONTINENCE,8968,,,
STOMACH PROBLEM,8968,,,
EYE DISEASE,8974,,,
CHRONIC CYSTITIS,8975,,,
GALLBLADDER CONDITION,8975,,,
LOSS OF SEX DRIVE,8975,,,
MALE ED,8975,,,
URINARY RETENTION,8975,,,
MONONUCLEOSIS,8986,,,
LACK OF CONCENTRATION,8989,,,
BUNION,8994,,,
BILATERAL KNEE INSTABILITY,8997,,,
LEFT CALF,8997,,,
LUMBAR SPINAL CONDITION,8998,,,
THORACIC SPINE INJURY,8998,,,
DJD CERVICAL SPINE,8999,,,
UPPER BACK STRAIN,8999,,,
SKELETAL SYSTEM,9001,,,
BROKEN LEFT WRIST,9004,,,
BILATERAL UPPER EXTREMITY NEUROPATHY,9006,,,
NEURITIS,9007,,,
ALLERGIC RHINTIS,9012,,,
BREATHING DISORDER,9012,,,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),9012,,,
OBSTRUCTIVE SLEEP APNEA/CPAP,9012,,,
VASOMOTOR RHINITIS,9012,,,
PERMANENT & TOTAL,9017,,,
"(B) HEARING LOSS,",3140,,,
^SC HEADACHES,9007,,,
^SC LUMBAR SPINE,8998,,,
^SC MAJOR DEPRESSIVE DISORDER,8989,,,
1.BI LATERAL HEARING LOSS,3140,,,
ACQUIRED PSYCHIATRIC,8989,,,
ACQUIRED PSYCHIATRIC CONDITION TO INCLUDE,8989,,,
ACUTE MYELOID LEUKEMIA,8939,,,
ASTHMA - INCREASE,9012,,,
B KNEE,8997,,,
B/ SHOULDER CONDITION,9002,,,
BACK INJURY LOWER,8998,,,
BACK PAIN LOWER BACK,8998,,,
BACK SMR,8998,,,
BENIGN HYPERTENSION,8979,,,
BHL  DUE TO LOUD NOISE EXPOSURE IN THE SERVICE ,3140,,,
BILATERAL EYE COND,8974,,,
BILATERAL HEARING LOSS REEVALUATION,3140,,,
BILATERAL HEARING LOSS W/BILATERAL TINNITUS,3140,,,
BILATERAL HIP CONDITION SECONDARY TO,8996,,,
BILATERAL KNEE CONDITION-INCREASE,8997,,,
"BILATERAL PLANTAR FASCIITIS,",8994,,,
BROKEN WRIST,9004,,,
BT DUE TO LOUD NOISE EXPOSURE IN THE SERVICE ,3140,,,
BULGING DISK,8998,,,
CENTRAL SLEEP APNEA,9012,,,
CFI HYPERTENSION,8979,,,
"CHRONIC KIDNEY DISEASE,",8975,,,
CONNECTED RIGHT KNEE,8997,,,
COPD INCREASE,9012,,,
DEGENERATIVE DISC DISEASE (INCREASE),8998,,,
"DEMENTIA,",8989,,,
DEPESSION,8989,,,
DEPRESSION CHRONIC,8989,,,
DIABETES MELLITUS TYPE II - INCREASE,8973,,,
DISC,8998,,,
DISLOCATED SHOULDER,9002,,,
ENTITLEMENT TO AN INCREASE FOR 8100 - MIGRAINE.,9007,,,
ENTITLEMENT TO SERVICE CONNECTION FOR 9400 - MENTAL DISORDERS ANXIETY DISORDERS GENERALIZED ANXIETY DISORDER.,8989,,,
EYES BOTH,8974,,,
"EYES,",8974,,,
FUNCTIONAL GASTROINTESTINAL DISORDER,8968,,,
GASTROINTESTINAL CONDITIONS,8968,,,
HEARING DAMAGE,3140,,,
HEARING LOSS (BI-LATERAL),3140,,,
HEARING LOSS AND TINNITUS EXPOSURE TO LOUD NOISES WHILE IN SERVICE,3140,,,
HEARING LOSS-S/C,3140,,,
HI BLOOD PRESSURE,8979,,,
HIGH BLOOD PRESSURE CONDITION,8979,,,
HYPERTENSION SECONDARY TO DM II,8979,,,
HYPERTION,8979,,,
INCR LUMBAR SPINE SC,8998,,,
INCREASE HEART,8979,,,
INCREASE IN S/C DIABETES,8973,,,
INCREASE LOW BACK PAIN,8998,,,
INCREASE LOWER BACK PAIN,8998,,,
INDIVIDUAL UNEMPLOYABILITY (NEW),6990,,,
IR LOWER BACK CONDITION,8998,,,
ISCHEMIA,8979,,,
KIDNEY DISEASE SECONDARY TO,8975,,,
KNEE CONDITION - BILATERAL,8997,,,
KNEES-BILATERAL,8997,,,
LEFT AND RIGHT FOOT CONDITION,8994,,,
LEFT ANKLE CONDITION INCREASE,8991,,,
"LEFT HIP CONDITION,",8996,,,
LEFT HIP SECONDARY TO RIGHT KNEE,8996,,,
LEFT KNEE CONDITION SECONDARY TO RIGHT,8997,,,
LEFT KNEE DEGENERATIVE JOINT,8997,,,
LEFT KNEE INJURY INITIAL,8997,,,
LOWER BACK PAIN-NEW,8998,,,
LOWER BACK SCIATICA,8998,,,
LOWER BACK-SERVICE CONNECTED,8998,,,
MENTAL DEPRESSION,8989,,,
MIGRAINES-NEW,9007,,,
"NECK INJURY,",8999,,,
NEUROPATHY LEFT ARM,9006,,,
NEUROPATHY LOWER EXTREMITY,9006,,,
NEUROPHY,9006,,,
NOSE SURGERY,9012,,,
OBSTRUCTIVE SLEEP APNEA OSA,9012,,,
ON UNEMPLOYABILITY,6990,,,
PAINS,8976,,,
PERIPHERAL NEUROPATHY UPPER & LOWER EXT,9006,,,
PULMONARY EMPHYSEMA,9012,,,
"RIGHT EAR HEARING LOSS,",3140,,,
RIGHT EAR RINGING,3140,,,
"RIGHT HIP CONDITION,",8996,,,
"RIGHT KNEE INJURY,",8997,,,
RIGHT KNEE SC,8997,,,
RIGHT SHOULDER CONDITION-,9002,,,
RINGING IN EARS BI-LAT,3140,,,
SC BACK,8998,,,
SC FOR ASTHMA,9012,,,
SC HTN,8979,,,
SHOLDER,9002,,,
SINUSITIS - INCREASE,9012,,,
SLEEP AP,9012,,,
TBI.,9020,,,
TINNITUS DUE TO AT,3140,,,
TINNITUS- SERVICE CONNECTION,3140,,,
VISION LOSS BILATERAL,8974,,,
PARA 30,8925,,,
GRINDING OF TEETH,8967,,,
CHRONIC DIZZINESS,8969,,,
DIABETES CONDITION,8973,,,
HYPOTHYRODISM,8973,,,
BILATERAL VISION PROBLEMS,8974,,,
CHOLELITHIASIS,8975,,,
HYPERTENSION WITH MEDICATION,8979,,,
HYPERTENSTION,8979,,,
LOSS OF CONCENTRATION,8989,,,
PSYCHOLOGICAL CONDITION,8989,,,
FRACTURED LEFT ANKLE,8991,,,
"ARTHRITIS, LEFT KNEE",8992,,,
CHRONIC FOOT PAIN,8994,,,
RIGHT FOOT PLANTAR FASCITIS,8994,,,
BILATERAL HIP ARTHRITIS,8996,,,
CHRONIC BILATERAL HIP PAIN,8996,,,
BILATERAL LEG INJURY,8997,,,
BILATERAL PATELLOFEMORAL PAIN SYNDROME,8997,,,
BL KNEE PAIN,8997,,,
SPINAL ARTHRITIS,8998,,,
THORACOLUMBAR SPINE STRAIN,8998,,,
BURSITIS RIGHT SHOULDER,9002,,,
TENDONITIS RIGHT SHOULDER,9002,,,
LEFT FOOT NUMBNESS,9006,,,
PERIPHERAL NEUROPATHY BILATERAL UPPER EXTREMITIES,9006,,,
CHRONIC NOSE BLEEDS,9012,,,
PNEUMOTHORAX,9012,,,
PULMONARY NODULES,9012,,,
BILATERAL TOENAIL FUNGUS,9016,,,
LEFT FOOT FUNGUS,9016,,,
(L) KNEE PAIN,8997,,,
^SC LOWER BACK,8998,,,
ABESTOS,9012,,,
ACUTE KIDNEY FAILURE,8975,,,
ADD ED SECONDARY TO DMII,8975,,,
AND FEET,8994,,,
ARTHRITIS IN SPINE,8998,,,
BACK CONDITION - REOPEN,8998,,,
BACK CONDITION NEW,8998,,,
BACK CONDITION-REOPEN,8998,,,
BACK INJURY-INITIAL,8998,,,
BI H/L,3140,,,
BI- LATERAL HEARING LOSS,3140,,,
BILATERAL HEARING LOSS / TINNITIS,3140,,,
BILATERAL HEARING OSS,3140,,,
BILATERAL KNEE CONDITION - NEW,8997,,,
BILATERAL LOWER PERIPHERAL,9006,,,
BILATERAL RADICULOPATHY LOWER,8998,,,
BILATERAL TINNITUS CAUSED BY ACOUSTIC TRAUMA,3140,,,
BILATERAL TINNITUS RINGING IN THE EARS,3140,,,
BL FEET CONDITION,8994,,,
BL LEG CONDITION,8997,,,
"CAD,",8979,,,
CARDIAC ARRHYTHMIA,8979,,,
"CARPAL TUNNEL,",9006,,,
CFI MIGRAINE HEADACHES,9007,,,
CHRONIC NIGHTMARES,8989,,,
COPD INITIAL,9012,,,
COPD-NEW,9012,,,
DEFORMITY OF THE PENIS,8975,,,
DEGENERATIVE DISK,8998,,,
DEPRESSION (REOPEN),8989,,,
DEPRESSION-ANXIETY,8989,,,
DEPRESSION-SERVICE CONNECTED,8989,,,
DIABETES MELLITUS - INCREASE,8973,,,
DIABETES MELLITUS.,8973,,,
DIABETES TYPE II DUE TO,8973,,,
ENTITLEMENT TO SERVICE CONNECTION FOR LEFT KNEE CONDITION,8997,,,
EXTREME FATIGUE,8976,,,
EYE VISION,8974,,,
"GASTRITIS,",8968,,,
GERD (ACID REFLUX),8968,,,
HEAD INJURY (TBI),9020,,,
HEARING LOSS (INC),3140,,,
HEARING LOSS (SERVICE CONNECTED),3140,,,
HEARING LOSS DUE TO SERVICE,3140,,,
"HEARING LOSS, B",3140,,,
HEARING RIGHT EAR,3140,,,
HEART CONDITION-NEW,8979,,,
HEMEROIDS,8968,,,
INCREASE DIABETES MELLITUS II,8973,,,
