UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
414841,ITT Technical Institute-Pittsburgh,5460 Campbells Run Road,Pittsburgh,PA,15205,42,2,Dean Hostovich,Director,4124462900,362061311,732917,1,www.itt-tech.edu, , , ,www.itt-tech.edu/npc, ,0,6,2,3,3,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,10,1,-1,3,1,1,40,2,1,38300,1,430,-2,1,ITT Educational Services Inc.,302410,42003,Allegheny,4218,-80.157521,40.44593
414869,Tricoci University of Beauty Culture-Indianapolis,9725 Crosspoint Commons,Indianapolis,IN,46256,18,3,Laura Pierce,Vice President of Operations,3178419400,562384225,4130900,1,www.tricociuniversity.com,www.tricociuniversity.com,www.tricociuniversity.com, ,www.tricociuniversity.com, , ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2,INE,6,-3,-3,-3,-3,-3,-3,-3,2,1,26900,1,294,-2,1,Tricoci University of Beauty Culture LLC,304670,18057,Hamilton,1805,-86.03113,39.928723
414878,Trine University-Regional/Non-Traditional Campuses,9910 Dupont Circle Drive East,Fort Wayne,IN,46825,18,3,Earl D. Brooks II,President,2604834949,350715530,183901,1,www.trine.edu,www.trine.edu/admission,www.trine.edu/financial-aid/index.aspx,www.trine.edu/admissions/apply/,tcc.noellevitz.com/(S(2oylv30qbqtp4ezbsdds2433))/Trine%20University/Freshman-Students,www.trine.edu/veterans.aspx, ,2,1,2,7,1,1,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,16,3,6,3,6,-3,2,1,23060,1,258,-2,2, ,-2,18003,Allen,1803,-85.108364,41.176826
414911,Pennsylvania Highlands Community College,101 Community College Way,Johnstown,PA,15904,42,2,Dr. Walter Asonevich,President,8142626400,251721929,3180400,1,www.pennhighlands.edu,www.pennhighlands.edu/admissions-registration/admissions,www.pennhighlands.edu/admissions-registration/financial-aid,https://my.pennhighlands.edu/ics/Admissions/Application_for_Admissions.jnz,https://my.pennhighlands.edu/ICS/Net_Price_Calculator_2012-2013.jnz,www.pennhighlands.edu/admissions-registration/admissions/veterans, ,4,2,1,3,1,2,40,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1,Pennsylvania Highlands,4,2,1,-1,2,1,2,40,2,2,27780,1,306,-2,2, ,-2,42021,Cambria,4212,-78.837175,40.26408
414939,Nevada Career Institute,3231 North Decatur Boulevard Suites 119,Las Vegas,NV,89130,32,8,Mitchell Fuerst,President/CEO,7028933300,541943807,2338512,1,www.nevadacareerinstitute.com,www.nevadacareerinstitute.com/admissions,www.nevadacareerinstitute.com/financial-aid, ,nw.edu/ecamp/npc-nwc/npcalc.htm, , ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,29820,1,332,-2,1,North-West College,303480,32003,Clark,3204,-115.207303,36.217932
414966,Phillips Theological Seminary,901 N Mingo Rd,Tulsa,OK,74116-5612,40,6,Gary Peluso-Verdend,President,9186108303,731303821,2560200,1,www.ptstulsa.edu/Home.aspx,www.ptstulsa.edu/AskAdmissions,www.ptstulsa.edu/FinancialAid,ptstulsa.edu/AdmissionApp.aspx,www.ptstulsa.edu/Home,www.ptstulsa.edu/userPDFs/Catalogs/Spring2014Catalog.pdf, ,2,1,2,9,2,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,1,24,-2,-2,-2,7,-2,51,2,1,46140,1,538,-2,2, ,-2,40143,Tulsa,4001,-95.868146,36.167983
415039,Empire Beauty School-Hanover,"Clearview Shp Ctr., 1000 Carlisle St",Hanover,PA,17331,42,2,Michael Bouman,President,8009204593,208939053,2079410,1,www.empire.edu,www.empire.edu,www.empire.edu,www.empire.edu/apply-now,www.empire.edu/net-price-calculator, , ,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,49620,1,276,-2,1,EEG Inc.,301640,42133,York,4204,-76.995039,39.816991
415057,Industrial Management Training Institute,233 Mill St,Waterbury,CT,6706,9,1,Marcel Veronneau,CEO,2037537910,61253689,3094800,1,IMTI.edu, , , ,0394e3b.netsolstores.com/npcalc.htm, , ,9,3,3,2,1,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,35300,1,408,78700,2, ,-2,9009,New Haven,905,-73.035893,41.549618
415729,Faris Technical Institute Inc,1119 Kent Ave,Nederland,TX,77627-3829,48,6,Lois Faris,Chief Administration Officer,4097224072,760517064,3237400,1,www.faristechnicalinstitute.com,www.faristechnicalinstitute.com, , ,www.faristechnicalinstitute.com, , ,9,3,3,2,1,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,13140,1,-2,-2,2, ,-2,48245,Jefferson,4814,-93.997457,29.982161
415774,Four-D College,1020 East Washington Street,Colton,CA,92324,6,8,Linda L Smith,President-CEO,9097839331,954486766,3162300,1,www.4dcollege.edu, , , ,4dcollege.edu/wp-content/themes/grandcollege/include/NetPrice/npcalc.htm, , ,6,2,3,3,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,4,-3,-3,-3,-3,-3,-3,-3,2,1,40140,1,348,-2,2, ,-2,6071,San Bernardino,631,-117.311699,34.047346
415987,Allen School-Jamaica,163-18 Jamaica Avenue,Jamaica,NY,11432,36,2,Robert Teich,CEO,7182912200,161678414,3358300,1,www.allenschool.edu,www.allenschool.edu,www.allenschool.edu,www.allenschool.edu,www.allenschool.edu/tuition-calculators,www.allenschool.edu, ,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,Allen School of Health Sciences - Jamaica,6,-3,-3,-3,-3,-3,-3,-3,2,1,35620,1,408,-2,1,Allen School,300160,36081,Queens,3605,-73.796295,40.704694
416458,Premiere Career College,12901 Ramona Blvd,Irwindale,CA,91706-3746,6,8,Fe Ludovico-Aragon,Executive Director/President,6268142080,954346045,3125800,1,www.premierecollege.edu, , , ,www.premierecollege.edu,www.premierecollege.edu, ,6,2,3,4,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,31080,1,348,-2,2, ,-2,6037,Los Angeles,632,-117.990592,34.080137
416670,Tennessee Academy of Cosmetology-Stage Road,"7041 Stage Road, Suite 101",Memphis,TN,38133,47,5,William Oxley,President,9013829085,202207553,2540000,1,TennesseeAcademy.com,TennesseeAcademy.com,TennesseeAcademy.com, ,TennesseeAcademy.com,TennesseeAcademy.com, ,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,32820,1,368,-2,2, ,-2,47157,Shelby,4709,-89.828905,35.204104
416801,The University of Texas MD Anderson Cancer Center,1515 Holcombe Blvd.,Houston,TX,77030-4009,48,6,"Ronald A. DePinho, MD",President,8003921611,746001118,2555400,1,www.uth.edu/,www.uth.edu/registrar/applicants/admissions.htm,www.uth.edu/sfs/,uth.edu/registrar/applicants/application-forms.htm, ,registrar.uth.tmc.edu/, ,1,1,1,7,1,1,20,1,2,1,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,MD Anderson Cancer Center| MD Anderson Hospital|MD Anderson Hospital and Tumor Institute|MDACC|UTMDACC|Anderson Cancer Center,2,26,-2,-2,-2,2,-2,-3,2,1,26420,1,288,-2,1,The University of Texas System,148060,48201,Harris,4809,-95.40079,29.705395
416962,University of Phoenix-Las Vegas Campus, , ,NV, ,32,8, , , ,-1,82098816,1, , , , , , , ,3,1,3,7,1,1,20,1,2,-2,-2,2,21,1,C ,484710,2014,-2,3,1,3,9,-2, ,-2,18,16,9,9,5,12,-3,2,2,29820,1,332,-2,-2, ,-2,32003,Clark,3203,-115.321628,36.122252
416971,Carousel Beauty College-Springfield,1475 Upper Valley Pike,Springfield,OH,45504,39,3,Don F Yearwood Jr,President,9.37223E+12,311024689,1216601,1,www.carouselbeauty.com, , , ,www.carouselbeauty.edu/springfield-cosmetology-mgt.php, , ,6,2,3,4,1,2,0,2,2,-2,-2,2,23,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,44220,1,212,-2,1,Yearwood Corporation,305030,39023,Clark,3908,-83.850037,39.9456
416980,Carousel Beauty College-Kettering,3076 Woodman Dr,Kettering,OH,45420,39,3,Don F Yearwood Jr,President,9.37223E+12,311024689,1216602,1,www.CarouselBeauty.com, , , ,www.carouselbeauty.edu/kettering-cosmetology-mgt.php, , ,6,2,3,4,1,2,0,2,2,-2,-2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,19380,1,212,-2,1,Yearwood Corporation,305030,39113,Montgomery,3910,-84.122684,39.701085
417008,Paul Mitchell the School-Huntsville,3810 Sullivan St Ste F,Madison,AL,35758,1,5,Robert W. Brown,President,2564648886,630579079,2285000,1,www.pmtshuntsville.com,www.pmtshuntsville.com,www.pmtshuntsville.com,www.pmtshuntsville.com,www.pmtshuntsville.com, , ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,26620,1,290,-2,1,Paul Mitchell Schools,303610,1089,Madison,105,-86.752491,34.68129
417062,Estes Institute of Cosmetology Arts and Science,324 E Main St,Visalia,CA,93291,6,8,Susan Estes Winey,Fiscal Operations Director,5597333617,942382521,2167800,1,www.estescosmetology.com, ,www.estescosmetology.com/financial-aid.nxg, ,www.estescosmetology.com/financial-aid.nxg,www.estescosmetology.com, ,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,47300,1,546,-2,2, ,-2,6107,Tulare,622,-119.289484,36.329656
417105,Baldwin Park Adult & Community Education,4640 Maine Ave,Baldwin Park,CA,91706-4221,6,8,John Kerr,Senior Director,6268564101,956000213,3067400,1,www.bpace.k12.ca.us,www.bpace.k12.ca.us/,www.bpace.k12.ca.us/financialaid.html,www.bpace.k12.ca.us/,www.bpace.k12.ca.us,www.bpace.k12.ca.us, ,7,3,1,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,2,2,3,2,bpace|BPACE,6,-3,-3,-3,-3,-3,-3,-3,2,1,31080,1,348,-2,2, ,-2,6037,Los Angeles,632,-117.959486,34.09673
417123,Ventura Adult and Continuing Education,5200 Valentine Rd,Ventura,CA,93003-0000,6,8,Teresa Johnson,Director / Principal Ventura Adult Continuing Ed,8.05289E+13,952397308,3084700,1,www.AdultEdVentura.edu, , , ,www.adultedventura.edu,www.adultedventura.edu, ,7,3,1,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,37100,1,348,-2,2, ,-2,6111,Ventura,626,-119.21916,34.256528
417132,Marinello Schools of Beauty-Sacramento,5522 Garfield Ave,Sacramento,CA,95841,6,8,Dr. Nagui Elyas,President,5629452211,562419687,3094400,1,www.marinello.com,www.marinello.com,www.marinello.com/financial-aid.aspx,www.marinello.com,www.marinello.com/financial-aid.aspx,www.marinello.com/militarytuitionassistance/, ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,40900,1,472,-2,1,B & H Education Inc.,300410,6067,Sacramento,607,-121.336181,38.667061
417178,Albert I Prince Technical High School,401 Flatbush Avenue,Hartford,CT,6106,9,1,Nivea L. Torres,Superintendent,8.60952E+13,66000798,982200,1,www.cttech.org/prince/, , , ,www.cttech.org/fa/lpn/index.htm, , ,7,3,1,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,25540,1,278,73450,1,Connecticut Technical High School System,109030,9003,Hartford,901,-72.705991,41.74174
417187,Bullard-Havens Technical High School,500 Palisade Avenue,Bridgeport,CT,6610,9,1,Nivea L. Torres,Superintendent,2035796333,66000798,1149600,1,www.cttech.org/bullard-havens/index.htm,www.cttech.org/bullard-havens/School-Counseling-Admissions/index.htm, ,www.cttech.org/bullard-havens/main-news/application/main-menu.htm,www.cttech.org/fa/lpn/index.htm,www.cttech.org/bullard-havens/School-Counseling-Admissions/index.htm, ,7,3,1,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,14860,1,408,71950,1,Connecticut Technical High School System,109030,9001,Fairfield,904,-73.164171,41.199127
417248,Howell Cheney Technical High School,791 W. Middle Turnpike,Manchester,CT,6040,9,1,Nivea L. Torres,Superintendent,8606495396,66000798,2245300,1,www.cttech.org/cheney,www.cttech.org/CHENEY/School-Counseling-Admissions/index.htm, , ,www.cttech.org/fa/amt/index.htm,wwwlcttech.org/cheney, ,4,2,1,4,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,25540,1,278,73450,1,Connecticut Technical High School System,109030,9003,Hartford,901,-72.561552,41.781707
417257,W F Kaynor Technical High School,43 Tompkins St,Waterbury,CT,6708,9,1,Nivea L.Torres,Superintendent,2035964302,66000798,2300000,1,cttech.org/kaynor, , , ,www.cttech.org/fa/lpn/index.htm, , ,7,3,1,2,1,2,0,2,2,-2,2,2,22,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,35300,1,408,78700,1,Connecticut Technical High School System,109030,9009,New Haven,905,-73.066087,41.575629
417275,Platt Technical High School,600 Orange Ave,Milford,CT,6460,9,1,Nivea L. Torres,Superintendent,2037835300,66000798,2565000,1,www.cttech.org/platt, , , ,www.cttech.org/fa/ma/index.htm, , ,7,3,1,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,2,2,3,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,35300,1,408,71950,1,Connecticut Technical High School System,109030,9009,New Haven,903,-73.046359,41.249749
417318,College of Business and Technology-Kendall,"8765 SW 165 Ave, Suite 114",Miami,FL,33193,12,5,Fernando N Llerena,President,3.05273E+13,650070629,3071600,1,www.cbt.edu,www.cbt.edu/admissions,www.cbt.edu/financial-aid, ,www.cbt.edu/financial-aid/financial-aid-calculator, , ,3,1,3,5,1,2,30,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,3,CBT College - Kendall Campus,3,10,1,-1,4,1,1,-3,2,1,33100,1,370,-2,1,College of Business and Technology Inc.,301040,12086,Miami-Dade,1226,-80.45575,25.67819
417327,City College-Altamonte Springs,177 Montgomery Road,Altamonte Springs,FL,32714,12,5,Beth Sautner,Executive Director,4078319816,592942202,3079900,1,www.citycollege.edu, , , ,www.citycollege.edu/financial_aid/net-price-calculator.cfm, , ,5,2,2,3,1,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,4,1,1,-3,2,1,36740,1,422,-2,1,City College Inc.,200410,12117,Seminole,1207,-81.402351,28.66349
417345,Augusta Area Dietetic Internship-University Hospital,1350 Walton Way,Augusta,GA,30901-2629,13,5,Jeanne Bingham Lee,Internship Director,7067748897,581581103,2202800,1,www.universityhealth.org, , , ,www.universityhealth.org, , ,2,1,2,6,2,1,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,3, ,5,-3,-3,-3,-3,-3,-3,-3,2,1,12260,1,-2,-2,2, ,-2,13245,Richmond,1312,-81.981962,33.472447
417381,Empire Beauty School-Dunwoody,4719 Ashford-Dunwoody Rd Suite 205,Dunwoody,GA,30338,13,5,Michael Bouman,President,8009204593,208939053,1054212,1,www.empire.edu,www.empire.edu,www.empire.edu,www.empire.edu/apply-now,www.empire.edu/net-price-calculator, , ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,12060,1,122,-2,1,EEG Inc.,301640,13089,DeKalb,1306,-84.335672,33.933413
417406,Cobb Beauty College Inc,3096 Cherokee St,Kennesaw,GA,30144-2828,13,5,Gail Little,President,7704246915,581414017,3090600,1,www.cobbbeautycollege.edu,www.cobbbeautycollege.edu/prospective-students/getting-started/schedule-a-tour/,www.cobbbeautycollege.edu/prospective-students/getting-started/financial-aid/,www.cobbbeautycollege.edu/prospective-students/getting-started/request-information/,www.cobbbeautycollege.edu/prospective-students/net-price-calculator/,www.cobbbeautycollege.edu/current-students-and-employees/consumer-information/, ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,12060,1,122,-2,2, ,-2,13067,Cobb,1311,-84.609421,34.028739
417442,Career Center of Southern Illinois,6137 Beck Rd,Red Bud,IL,62278,17,3,Mark Stuart,Director,6184732222,371216623,2117400,1,www.gotoccsi.org, , , ,www.gotoccsi.org,www.gotoccsi.org, ,7,3,1,2,1,2,0,2,2,-2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,2,Beck School of Practical Nursing |Beck Area Career Center,6,-3,-3,-3,-3,-3,-3,-3,2,1,41180,1,476,-2,2, ,-2,17133,Monroe,1712,-89.948787,38.289727
417503,Xenon International Academy-Wichita,3804 W Douglas,Wichita,KS,67203,20,4,Kim McIntosh,President,3169435516,461872954,2603100,1,www.xenonacademy.com,www.xenonacademy.com, ,www.xenonacademy.com,www.xenonacademy.com,www.xenonacademy.com, ,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,Xenon Academy |Xenon International Academy - Ballwin |Xenon Int'l. Academy,6,-3,-3,-3,-3,-3,-3,-3,2,1,48620,1,556,-2,1,Xenon International Academy,305020,20173,Sedgwick,2004,-97.387374,37.684374
417549,Camelot College,2618 Wooddale Blvd Ste A,Baton Rouge,LA,70805,22,5,Ronnie L Williams,President/CEO,2259283005,721116803,3023500,1,www.camelotcollege.com,www.camelotcollege.com/admissions.html,www.camelotcollege.com/financial-aid.html, ,https://camelotcollege.studentaidcalculator.com/survey.aspx, , ,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,10,0,-1,4,3,1,40,2,1,12940,1,-2,-2,2, ,-2,22033,East Baton Rouge,2202,-91.115413,30.473452
417576,Mr Bernard's School of Hair Fashion Inc,711 Lisbon St,Lewiston,ME,4240,23,1,Mary Fournier,Owner,2077837765,10277129,903800,5,www.bernardschoolofhair.com, , , ,www.bernardschoolofhair.com/npcalc.htm, , ,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,M ,-2,2014,1/5/2015,1,1,1,2,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30340,1,438,74650,2, ,-2,23001,Androscoggin,2302,-70.210585,44.088868
417600,Hastings Beauty School,221 Second Street East,Hastings,MN,55033,27,4,Dan Lynch,President & Owner,6514371225,161670611,2097300,1,hastingsbeautyschool.com, , , ,www.hastingsbeautyschool.com/net-price-calculator/,hastingsbeautyschool.com, ,9,3,3,2,1,2,0,2,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,33460,1,378,-2,2, ,-2,27037,Dakota,2702,-92.850261,44.74465
417628,Kirksville Area Technical Center,1103 S Cottage Grove,Kirksville,MO,63501,29,4,Sheryl Ferguson,Director,6606652865,436001909,528800,1,kirksvilleatc.weebly.com/, , , ,https://www.kirksville.k12.mo.us, , ,7,3,1,2,1,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,28860,2,-2,-2,2, ,-2,29001,Adair,2906,-92.56595,40.185652
417637,South Central Career Center,407 W. Thornburgh,West Plains,MO,65775,29,4,John Mulford,Superintendent,4172562256,446004756,542400,1,www.scccwp.org,www.scccwp.org,www.scccwp.org,www.scccwp.org,www.scccwp.org, , ,7,3,1,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,48460,2,-2,-2,2, ,-2,29091,Howell,2908,-91.856509,36.737755
417646,Saline County Career Center,900 W Vest,Marshall,MO,65340-1698,29,4,Derek Lark,Director,6.60887E+12,446001427,543800,1,www.marshallschools.com/sccc, , , ,www.marshallschools.com/pages/NetPrice/npcalc.htm, , ,7,3,1,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,32180,2,-2,-2,1,Marshall Public School System,129050,29195,Saline,2905,-93.21108,39.115031
417655,Warrensburg Area Career Center,205 S. Ridgeview Dr,Warrensburg,MO,64093,29,4,RUSTY SPROAT,Director,6.60747E+13,619818354,1102600,1,warrensburgr6.org/wacc,warrensburgr6.org/wacc,warrensburgr6.org/wacc,warrensburgr6.org/wacc,warrensburgr6.org/wacc, , ,7,3,1,2,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,47660,2,312,-2,1,Warrensburg School District,129130,29101,Johnson,2904,-93.709802,38.760988
417673,Nevada Regional Technical Center,2015 North West Street,Nevada,MO,64772,29,4,Dr. Phillip Witt,Director,41744820164,446003641,2203400,1,www.nevada.k12.mo.us, , , ,www.nevada.k12.mo.us/NRTC/NetPriceCalculator/npcalc.htm, , ,7,3,1,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,-2,-2,-2,-2,2, ,-2,29217,Vernon,2904,-94.363083,37.861014
417682,Cass Career Center,1600 E Elm,Harrisonville,MO,64701-2024,29,4,Bryan McDonald,Superintendent,8.1638E+13,446001404,2313000,1,harrisonvilleschools.org, ,casscareercenter.com, ,harrisonvilleschools.org, , ,7,3,1,2,1,2,0,2,2,-2,2,2,31,1,A ,-2,-2,-2,1,2,2,3,2,Cass RIX School District,6,-3,-3,-3,-3,-3,-3,-3,2,1,28140,1,312,-2,1,Harrisonville Cass R-IX School District,129030,29037,Cass,2904,-94.335682,38.658014
417716,Applied Technology Services,12721 West Watson Road,Sunset Hills,MO,63127,29,4,John Cary,Superintendent,3149897500,436015057,3068600,1,www.appliedtech-stl.com, ,www.appliedtech-stl.com/index.php/admissions/financial-aid, ,www.appliedtech-stl.com/NetPrice/npcalc.htm,appliedtech-stl.com/index.php/practical-nursing/admissions/financial-aid, ,7,3,1,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,2,2,3,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,41180,1,476,-2,2, ,-2,29189,St. Louis,2901,-90.293882,38.778863
417725,Central College of Cosmetology,"690 Missouri Avenue ,  Suite #3",Saint Robert,MO,65584,29,4,Joseph A Nicholson,President,5733363888,431519616,3070200,1,centralandsalemcolleges.com,centralandsalemcolleges.com,centralandsalemcolleges.com, ,www.centralandsalemcolleges.com,centralandsalemcolleges.com, ,9,3,3,2,1,2,0,2,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,22780,2,-2,-2,2, ,-2,29169,Pulaski,2904,-92.14396,37.814903
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,2001 William Street,Cape Girardeau,MO,63703-4507,29,4,Tonya L Buttry,President,5.73335E+11,430654874,3070900,1,www.sehcollege.edu/, , ,www.sehcollege.edu/To%20Apply.aspx,https://www.sehcollege.edu/Calculator.aspx, , ,5,2,2,3,1,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,1,1,1,-3,2,1,16020,1,164,-2,1,Southeast Missouri Hospital,201350,29031,Cape Girardeau,2908,-89.540101,37.311629
417752,Messenger College,400 S Industrial Blvd Ste 300,Euless,TX,76040-4202,48,6,Daniel P. Davis,President,8.17555E+12,431633187,3092600,1,www.messengercollege.edu,www.messengercollege.edu/#!admissions/c95n,www.messengercollege.edu/#!financial-aid/c26u,www.messengercollege.edu/#!apply/c1ma6,www.messengercollege.edu/#!financial-aid/c26u, , ,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,2,-2,51,2,1,19100,1,206,-2,2, ,-2,48439,Tarrant,4824,-97.100191,32.8313
417789,Tennessee Academy of Cosmetology-Shelby Drive,7053 Winchester Road,Memphis,TN,38125,47,5,William Oxley,President,9017574166,202207486,3024900,1,TennesseeAcademy.com, , , ,TennesseeAcademy.com,TennesseeAcademy.com, ,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,32820,1,368,-2,2, ,-2,47157,Shelby,4709,-89.828059,35.049084
417798,Cheveux School of Hair Design,4781-1 Gum Branch Road,Jacksonville,NC,28540-9127,37,5,Janice Reid,Chancellor,9104555767,561771721,2558900,5,cheveux.edu, , , ,cheveux.edu,cheveux.edu, ,9,3,3,2,1,2,0,2,2,-2,-2,2,22,1,D ,-2,2014,9/19/2014,3,1,3,9,-2,CSHD,-2,-3,-3,-3,-3,-3,-3,-3,2,1,27340,1,-2,-2,-2, ,-2,37133,Onslow,3703,-77.460879,34.831595
417804,Durham Beauty Academy,4600 Durham Chapel Hill Blvd Ste 31,Durham,NC,27707,37,5,Hengel Mark Richardson,President,9194939557,560988094,3748500,1,www.durhambeautyacademy.edu, , , ,www.durhambeautyacademy.edu,www.durhambeautyacademy.edu, ,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,20500,1,450,-2,1,HMR Enterprises Inc.,302200,37063,Durham,3704,-78.978992,35.962556
